timestamp,gyro1,gyro2,gyro3,accel1,accel2,accel3,label,labelnum,participantID
1511370905128,1.45782995224,0.539394021034,-0.189673662186,-2.00933384895,-9.17098999023,-0.563235938549,Walking,4,6
1511370905188,-0.091018922627,0.894306719303,0.075136423111,0.910993754864,-11.0037508011,-4.00849199295,Walking,4,6
1511370905264,-0.091018922627,0.894306719303,0.075136423111,1.3204022646,-12.464214325,-2.25054955482,Walking,4,6
1511370905309,-0.091018922627,0.894306719303,0.075136423111,0.559644639492,-15.8047237396,-3.18728113174,Walking,4,6
1511370905368,-2.87564826012,1.41537475586,-1.21989786625,-0.870292305946,-11.8489046097,2.2056581974,Walking,4,6
1511370905444,-2.87564826012,1.41537475586,-1.21989786625,-0.235828861594,-15.8980979919,-2.93169999123,Walking,4,6
1511370905488,-2.87564826012,1.41537475586,-1.21989786625,1.94708454609,-9.77612400055,0.615908384323,Walking,4,6
1511370905548,-0.890336096287,0.638048768044,-1.4715744257,0.613514184952,-6.42603731155,-1.50236153603,Walking,4,6
1511370905625,-0.890336096287,0.638048768044,-1.4715744257,-2.02310037613,-5.16489171982,-0.164002820849,Walking,4,6
1511370905668,-0.890336096287,0.638048768044,-1.4715744257,-1.76811790466,-4.58729028702,-0.858919858932,Walking,4,6
1511370905728,-0.140499010682,-1.47707211971,0.723569869995,0.645835936069,-9.34875869751,-6.23509979248,Walking,4,6
1511370905805,-0.140499010682,-1.47707211971,0.723569869995,-0.698508322239,-19.6031246185,-11.0468463898,Walking,4,6
1511370905849,-0.140499010682,-1.47707211971,0.723569869995,-0.335786789656,-0.979827046394,-8.67000293732,Walking,4,6
1511370905909,-1.80846655369,-2.1991147995,-0.34513887763,-3.55239677429,-19.593547821,6.40269374847,Walking,4,6
1511370905973,-1.80846655369,-2.1991147995,-0.34513887763,-2.04823946953,0.468066424131,-1.26473701,Walking,4,6
1511370906029,-1.80846655369,-2.1991147995,-0.34513887763,-0.43454760313,-15.4862947464,1.26114571095,Walking,4,6
1511370906087,1.08978354931,3.34265470505,0.450513124466,2.18949747086,-6.65647935867,-4.15932703018,Walking,4,6
1511370906165,1.08978354931,3.34265470505,0.450513124466,2.06380176544,-11.334151268,-1.48679924011,Walking,4,6
1511370906206,1.08978354931,3.34265470505,0.450513124466,-0.88585460186,-8.31625938416,-5.26784229279,Walking,4,6
1511370906270,1.96637523174,1.03236222267,0.557414531708,-0.96845459938,-9.75697040558,-0.940322697163,Walking,4,6
1511370906345,1.96637523174,1.03236222267,0.557414531708,-3.9725792408,-11.3796405792,-3.25431871414,Walking,4,6
1511370906389,1.96637523174,1.03236222267,0.557414531708,4.72615432739,-14.2544784546,1.98718738556,Walking,4,6
1511370906449,-2.59465003014,-0.541532039642,-0.952949762344,1.30005156994,-10.0203323364,-3.40216064453,Walking,4,6
1511370906525,-2.59465003014,-0.541532039642,-0.952949762344,1.07320094109,-12.3277444839,-2.99394917488,Walking,4,6
1511370906569,-2.59465003014,-0.541532039642,-0.952949762344,-1.37487030029,-15.5898447037,0.59615623951,Walking,4,6
1511370906629,-1.96576440334,-0.105679690838,-1.09131073952,-2.11587572098,-11.4646348953,-1.97820913792,Walking,4,6
1511370906691,-1.96576440334,-0.105679690838,-1.09131073952,-0.396240383387,-8.87171459198,-0.277727395296,Walking,4,6
1511370906749,-1.96576440334,-0.105679690838,-1.09131073952,-1.25037181377,-3.90135169029,0.937928497791,Walking,4,6
1511370906806,2.8961122036,-0.915076136589,0.239764615893,-0.532709896564,-3.51169538498,-0.720056176186,Walking,4,6
1511370906868,2.8961122036,-0.915076136589,0.239764615893,1.00975453854,-7.50941371918,-5.79516506195,Walking,4,6
1511370906926,2.8961122036,-0.915076136589,0.239764615893,4.29699373245,-19.6085109711,-9.16500377655,Walking,4,6
1511370906987,2.09526777267,-0.949590027332,1.3280210495,-3.58052873611,-4.42568206787,-3.18668246269,Walking,4,6
1511370907050,2.09526777267,-0.949590027332,1.3280210495,3.04243183136,-19.6085109711,-1.29227042198,Walking,4,6
1511370907107,2.09526777267,-0.949590027332,1.3280210495,-8.12831497192,-4.63278007507,-2.70305371284,Walking,4,6
1511370907166,2.15452170372,-0.481972664595,0.154243469238,1.62985277176,-10.1113119125,-1.71664261818,Walking,4,6
1511370907230,2.15452170372,-0.481972664595,0.154243469238,-0.597353339195,-8.14208126068,-0.919373452663,Walking,4,6
1511370907287,2.15452170372,-0.481972664595,0.154243469238,-1.32818341255,-9.52114200592,-3.54760837555,Walking,4,6
1511370907347,1.641700387,0.182037845254,0.966388821602,-0.685340225697,-10.4656543732,0.514753341675,Walking,4,6
1511370907413,1.641700387,0.182037845254,0.966388821602,0.748188018799,-10.263343811,-4.31614732742,Walking,4,6
1511370907469,1.641700387,0.182037845254,0.966388821602,2.83892464638,-12.40675354,1.17016613483,Walking,4,6
1511370907528,-2.53539609909,-0.680809319019,-1.15545165539,1.58556008339,-14.0479784012,-1.39282679558,Walking,4,6
1511370907606,-2.53539609909,-0.680809319019,-1.15545165539,-1.87585699558,-10.561422348,-3.0891187191,Walking,4,6
1511370907650,-2.53539609909,-0.680809319019,-1.15545165539,-1.08696758747,-17.4950294495,3.90973138809,Walking,4,6
1511370907710,-2.1282544136,-0.164933621883,-1.52349793911,-2.54922628403,-12.0984992981,-1.53707754612,Walking,4,6
1511370907787,-2.1282544136,-0.164933621883,-1.52349793911,2.81258845329,-8.28573322296,-1.91595995426,Walking,4,6
1511370907829,-2.1282544136,-0.164933621883,-1.52349793911,-0.848744511604,-7.36396598816,-1.10911393166,Walking,4,6
1511370907965,2.13130879402,-0.967915952206,0.17867808044,-1.81899476051,-3.83491253853,0.678157627583,Walking,4,6
1511370907968,2.13130879402,-0.967915952206,0.17867808044,0.209492653608,-4.441842556,-3.5386300087,Walking,4,6
1511370908007,2.13130879402,-0.967915952206,0.17867808044,0.978031396866,-19.6085109711,-17.0096054077,Walking,4,6
1511370908067,1.41354215145,-0.432798027992,0.508850753307,2.65157842636,-3.58950686455,-6.54634618759,Walking,4,6
1511370908134,1.41354215145,-0.432798027992,0.508850753307,-3.09689998627,-19.6085109711,8.92737960815,Walking,4,6
1511370908189,1.41354215145,-0.432798027992,0.508850753307,-5.09605836868,-2.89877963066,-7.32924985886,Walking,4,6
1511370908249,1.50822627544,-0.197004035115,0.572075307369,1.8453309536,-15.4024982452,3.50690698624,Walking,4,6
1511370908328,1.50822627544,-0.197004035115,0.572075307369,3.10468101501,-7.08504152298,-0.739209771156,Walking,4,6
1511370908369,1.50822627544,-0.197004035115,0.572075307369,-0.105344876647,-10.8529167175,-3.02986216545,Walking,4,6
1511370908429,1.61207342148,-0.554360210896,1.11849427223,-2.80660295486,-8.55927085876,-7.25083971024,Walking,4,6
1511370908507,1.61207342148,-0.554360210896,1.11849427223,1.47782099247,-11.4472770691,-1.70227742195,Walking,4,6
1511370908551,1.61207342148,-0.554360210896,1.11849427223,3.29861140251,-11.1043071747,-1.68072962761,Walking,4,6
1511370908611,-2.78004765511,-0.880256831646,-1.10810959339,-0.12270283699,-13.19145298,-5.82269859314,Walking,4,6
1511370908690,-2.78004765511,-0.880256831646,-1.10810959339,0.800860464573,-11.5675859451,-1.47363114357,Walking,4,6
1511370908729,-2.78004765511,-0.880256831646,-1.10810959339,-1.57658183575,-19.6085109711,1.44250655174,Walking,4,6
1511370908791,-2.49019217491,1.22906088829,-1.53846406937,-0.395641833544,-15.1924066544,-6.86956310272,Walking,4,6
1511370908868,-2.49019217491,1.22906088829,-1.53846406937,1.03249943256,-7.72848320007,0.105344876647,Walking,4,6
1511370908911,-2.49019217491,1.22906088829,-1.53846406937,-0.566827237606,-6.49726486206,1.13784432411,Walking,4,6
1511370908971,1.98561751842,-1.78952968121,-0.365297406912,-0.637456178665,-5.09725522995,1.1976994276,Walking,4,6
1511370909048,1.98561751842,-1.78952968121,-0.365297406912,-2.04105687141,-3.72537779808,-5.52940893173,Walking,4,6
1511370909092,1.98561751842,-1.78952968121,-0.365297406912,6.4852938652,-16.5660800934,-10.266336441,Walking,4,6
1511370909152,0.812145352364,-0.223882108927,0.351858377457,-3.82413864136,-10.9618520737,-8.74601840973,Walking,4,6
1511370909227,0.812145352364,-0.223882108927,0.351858377457,-1.69928467274,-8.2534122467,6.12556505203,Walking,4,6
1511370909272,0.812145352364,-0.223882108927,0.351858377457,-4.41790056229,-9.58219337463,5.94719696045,Walking,4,6
1511370909332,4.86890125275,1.56137156487,0.978606104851,2.92511582375,-10.7685203552,0.984016895294,Walking,4,6
1511370909408,4.86890125275,1.56137156487,0.978606104851,3.77146625519,-7.46571922302,-8.62032318115,Walking,4,6
1511370909452,4.86890125275,1.56137156487,0.978606104851,0.566228687763,-8.51737213135,0.729632973671,Walking,4,6
1511370909512,1.34512531757,0.809091031551,1.22478485107,-1.66157603264,-9.22964763641,-2.30322194099,Walking,4,6
1511370909589,1.34512531757,0.809091031551,1.22478485107,1.10073423386,-10.1047286987,-1.55443549156,Walking,4,6
