participantID,windowSize,mg1,stdevg1,energyg1,mg2,stdevg2,energyg2,mg3,stdevg3,energyg3,ma1,stdeva1,energya1,ma2,stdeva2,energya2,ma3,stdeva3,energya3,g1g2,g1g3,g1a1,g1a2,g1a3,g2g3,g2a1,g2a2,g2a3,g3a1,g3a2,g3a3,a1a2,a1a3,a2a3,label
0,63.0,0.0557706504986,0.449101598843,-7.61295788314e-16,-0.125363755424,0.65392653259,-2.03012210217e-15,-0.0154704028771,0.698576490951,-12.0,0.212532902875,1.15172576246,-6.0,-0.788328899586,2.15153734234,2.0,9.16940299291,1.23535392082,4795.0,0.0941404311914,0.469230945684,0.44465580018,0.208666027146,0.743986626662,0.623813411201,0.450988560079,0.784209305709,0.198808958915,0.507103114971,0.602488238153,0.37798480304,0.58537632672,0.58537632672,0.290428192999,1
0,63.0,-0.00359479071801,0.948509042163,12.0,0.33741032891,1.79820805475,49.0,0.270443624862,1.00511378583,2.00756518993e-14,-2.20912611484,2.63980132151,125.0,4.42264158007,1.58784140474,968.0,6.98956784369,1.76308431165,2732.0,0.345007083309,0.61692236752,0.583150881844,0.673711972532,0.475153717709,0.728035506077,0.321378462069,0.292492157282,0.613958809121,0.37494000878,0.339269541187,0.60023685097,0.777683118833,0.777683118833,0.378332287752,1
0,63.0,0.149776022157,0.309424892549,0.0,-0.309258433502,0.371652908082,-1.55078771694e-16,-0.517465885137,0.37130260594,-3.80647894157e-16,-3.36999090134,0.854520150723,531.0,4.00666803784,0.638180703458,776.0,7.41044378281,1.15409757786,2997.0,0.286311673437,0.53764834514,0.56933770183,0.510229211155,0.344576047236,0.449498150511,0.349785338762,0.519325257957,0.656151875134,0.556076440192,0.732323404001,0.441240844312,0.698728009908,0.698728009908,0.290211085492,1
0,63.0,0.119606068284,0.270095213105,4.51138244927e-16,-0.241568756127,0.375936929294,0.0,0.0961724950649,0.908783509886,1.80455297971e-15,0.60821273166,3.76144073011,-463.0,5.65911377801,0.908832171966,1682.0,6.31045060309,1.27483158,2114.0,0.459566347139,0.795913272245,0.457353100391,0.593851452747,0.581365932657,0.615758409533,0.563424811683,0.426447894606,0.361093419754,0.60809075249,0.608443662843,0.405100347611,0.484300566669,0.484300566669,0.507255388322,1
0,63.0,0.408632604139,0.990264395181,-12.0,0.387767927855,2.28260616829,-36.0,0.0100792863126,1.13073453831,-4.06024420434e-15,-1.61211483382,5.1597012182,-158.0,7.503922137,2.26847410813,3112.0,0.566238193048,4.51027150971,-623.0,0.354205474024,0.591012969275,0.461666477937,0.73499774384,0.565140595092,0.361341124712,0.509104300823,0.340902231835,0.471197009921,0.488738717193,0.68069197191,0.483632924315,0.336055170962,0.336055170962,0.400163676541,1
0,63.0,-0.0646425311764,0.397567531703,2.81961403079e-17,-0.388413957276,0.657535281618,7.0,0.222607056684,0.399105926954,1.0,1.56603591938,2.87929501067,41.0,9.4841359797,1.92450288703,5088.0,-2.29240061615,2.26286793171,213.0,0.501962964012,0.545197682636,0.380874486096,0.703983514319,0.272636019062,0.632786247761,0.513918409056,0.45868457699,0.497903468693,0.354919988769,0.648076448049,0.376269638716,0.297749289873,0.297749289873,0.227228622139,1
0,63.0,0.00857403596477,0.0424125196097,0.0,0.0301305333943,0.114871585592,0.0,-0.00625409765375,0.0330368534611,0.0,3.27045103103,0.290027238598,516.0,9.27487134177,0.125227729491,5067.0,-2.14793144521,0.172327574425,237.0,0.349912580786,0.472955323374,0.367349597064,0.680226595764,0.589465257911,0.564133548822,0.51821712881,0.469667863496,0.394541545782,0.456150037838,0.594422995392,0.609890804554,0.198470538746,0.198470538746,0.610550777305,3
0,63.0,-0.00335238092682,0.00357420211565,0.0,0.00912840615603,0.00815130689307,0.0,0.00108598137186,0.00247635544221,0.0,3.35699380769,0.0237959854004,567.0,9.26147521488,0.0162373646316,5103.0,-2.05719877803,0.0200903714265,252.0,0.622540512617,0.470429573804,0.365262752721,0.515820895839,0.515229999943,0.322375555613,0.456383075624,0.59511498378,0.589922658697,0.411934253586,0.517340555659,0.493684716216,0.398432954212,0.398432954212,0.620759069702,3
0,63.0,-0.00220822058766,0.00431802620416,0.0,0.0085320854301,0.0103701570967,0.0,0.00343247967225,0.00452089320381,0.0,3.38618026461,0.0334927028395,567.0,9.25148983607,0.0184299678873,5103.0,-2.04902809574,0.0201801330887,248.0,0.316073194386,0.809704287949,0.670578974618,0.361524501416,0.384510488822,0.496546781479,0.60038195469,0.500432784512,0.40819798186,0.709912468241,0.365265794474,0.439363325486,0.174185332484,0.174185332484,0.656649007265,3
0,63.0,0.00991212452448,0.121919560773,0.0,0.0353131931467,0.104179430927,0.0,-0.00164351993727,0.0695978852694,0.0,3.34774003142,0.371228820497,525.0,9.26966490064,0.395787911516,5045.0,-2.03056806231,0.281152882766,190.0,0.663094145404,0.600011943055,0.422917146653,0.53952469328,0.691924981197,0.805724298748,0.524804252443,0.55104697685,0.485366822037,0.504440450362,0.596683699097,0.413814500957,0.261433580783,0.261433580783,0.729538717593,3
0,63.0,-0.00430261565461,0.00751945554035,0.0,0.0119209327025,0.0312186280946,0.0,0.000193924303091,0.00924102439915,0.0,3.46974931444,0.0751728749971,567.0,9.21631796398,0.0336932468339,5103.0,-2.11377608208,0.0480710587859,252.0,0.66214985985,0.256233193911,0.345120364382,0.673965647019,0.76632433647,0.602853632352,0.182754235047,0.738876517574,0.60136477841,0.530389972966,0.438148755982,0.25155472471,0.115090622269,0.115090622269,0.758315729726,3
0,63.0,-0.00369175044553,0.00271086194199,0.0,0.0086969219939,0.00883414519457,0.0,7.27209188648e-05,0.00242784034676,0.0,3.46709861074,0.0183284705453,567.0,9.22425109621,0.0120654578431,5103.0,-2.06360231884,0.01647566624,252.0,0.690940446021,0.566185156145,0.445787799533,0.453165040983,0.66412528427,0.594522935449,0.654661193438,0.435983869434,0.698223552559,0.451382716772,0.486572314886,0.417843660487,0.486209458545,0.486209458545,0.522677696101,3
0,63.0,-0.00729391612629,0.0038607855444,0.0,0.00704370736559,0.00381359999376,0.0,-0.00425181734479,0.00528407316456,0.0,3.42285337902,0.0532314625088,567.0,9.24609347752,0.0275357663721,5103.0,-2.05060523843,0.0328519957217,220.0,0.599638994586,0.790558780241,0.679909052347,0.358000997822,0.327480282849,0.505387377415,0.666026703195,0.322477027131,0.374005944726,0.740235328434,0.313716131361,0.276673157796,0.101003708722,0.101003708722,0.877464425884,3
0,63.0,-0.00452562985897,0.00360901390974,0.0,0.00749458405116,0.00341637881583,0.0,0.000921145140653,0.00279852546364,0.0,3.33007805688,0.0226682562374,567.0,9.2897210651,0.0138325263965,5103.0,-1.98750092302,0.0138619744779,89.0,0.473013771181,0.71897712136,0.568450167506,0.501529259074,0.456970722023,0.527697246203,0.660247130369,0.53795973555,0.604120814503,0.549047265606,0.515448502141,0.422451706542,0.28916816898,0.28916816898,0.62177798409,3
0,63.0,-0.00475834021788,0.0225057366015,0.0,0.0108010133965,0.0479680496237,0.0,-0.000227863589922,0.0115333478144,0.0,3.33779269173,0.114547466686,555.0,9.27928921533,0.0426067603548,5103.0,-2.01270655602,0.0541098531089,141.0,0.278982970013,0.747124271021,0.44814192989,0.540208567902,0.58036205862,0.581416957994,0.616828027171,0.345348287215,0.586523954039,0.538103400565,0.488609106706,0.647268425725,0.254631126715,0.254631126715,0.572926184007,3
0,63.0,-0.00432685615554,0.019346232303,0.0,-0.00947389532886,0.0468832375913,0.0,0.000353912645511,0.00599558251385,0.0,3.3744372716,0.0965448996627,561.0,9.26612116798,0.0461887910816,5103.0,-2.02699576484,0.0648057367013,164.0,0.398466102421,0.282170633917,0.374229497144,0.641379170813,0.554756909974,0.314236278814,0.603459204945,0.438459575397,0.54330433721,0.516528165864,0.456113329148,0.531566367146,0.106422578683,0.106422578683,0.718348923635,3
0,63.0,-0.00141797426881,0.0112225498155,0.0,0.00502203459598,0.0510330316572,0.0,-0.00152716435314,0.0142178907328,0.0,3.31461073103,0.105584591727,567.0,9.26313783252,0.0384466971046,5103.0,-2.17099937939,0.0721080209007,248.0,0.613292534297,0.415573057229,0.672112014805,0.43713257928,0.600027803928,0.486243908042,0.42219730454,0.56309596208,0.807142489796,0.519172753669,0.453892436688,0.601224823612,0.122570068028,0.122570068028,0.506593587598,3
0,63.0,-0.00398748679944,0.00226512784253,0.0,0.00736853244552,0.0044820609804,0.0,-0.000252104113026,0.00189994862595,0.0,3.28180444808,0.016146659105,567.0,9.27848157429,0.012105237255,5103.0,-2.17793494558,0.011885661564,252.0,0.374601604025,0.510952212795,0.47654549898,0.589569489507,0.515572382995,0.516022988423,0.495477241823,0.473118888392,0.537387484536,0.433769226483,0.559458549626,0.599139563628,0.389297410567,0.389297410567,0.624144936449,3
