gx,gy,gz,ax,ay,az
-0.18567134587098033,-0.033793070929893046,-22.20844752675737,16.77153338492314,29.32959610829389,5298.006577149451
18.988718232537842,72.41449377632244,7.707473589897016,189.76351768146702,1236.5054483147655,3128.386379482429
1.8542341218355056,5.9280336307455626,20.160697642420747,716.8218072674232,1020.5221361161721,3422.5959080015614
1.6758575615486273,7.71192931644899,-14.910747354610594,-630.3991083269455,2031.965202016319,2467.3384148516493
7.331902882730871,14.269450328802774,17.66887291214581,-240.60163922606114,3560.1094583011923,-760.6087588037113
1.9746547090688156,28.101932599143037,3.488530140229255,122.91523933181132,5633.773553546761,329.13101196290165
0.021592326822083747,0.07787334005105036,0.0063184026453215565,679.27598040382,5406.9284873923825,290.6340555765313
5.718279754847489E-4,0.004883216293580314,2.061242828979853E-4,709.9926532122886,5401.743209581226,266.5441680725264
2.963072938384904E-4,0.004746842869999582,3.7130789898306873E-4,722.5799458029128,5390.397013855743,264.5801237178392
0.029520108801560117,0.03850186793670034,0.06527511760292204,706.016577238253,5415.237295901013,261.5173972795796
8.549714101111068E-4,0.009731253785131622,0.0013226082399253936,757.5897233232599,5351.3086747508305,280.37603105986034
8.654991332655559E-4,0.006392043347429156,5.21234612019198E-6,757.0621099937742,5358.972410847378,268.33866752947335
0.0031455260288798252,0.0033043842399062225,4.638043883860095E-4,737.6723846319098,5384.648655989885,264.74607709607693
0.0014064371923414132,0.0036231115176292056,1.823371199653403E-4,698.4930038387971,5435.669912183071,248.854813554546
0.0026177483906289507,0.046139381913848275,-7.49534899759827E-4,701.6966978578326,5423.268482109708,255.27641055906363
0.0016074482086328081,-0.014400676540347894,7.136148879800905E-5,717.1028383274473,5407.854932301557,258.9786811806842
5.108419224190726E-5,0.013672380374921968,-0.0012016814543914657,692.3361595158387,5403.335601034624,297.6625461351366
9.644017696169396E-4,0.003808180548850626,-3.31694430492071E-5,678.1572833410248,5422.5826193656985,298.7456969772959
-4.2168970768173325E-4,0.009218765536372318,-6.297458130224145E-4,685.5335837933843,5418.885614301551,292.1489277340098
-2.6093937975341184E-4,0.2914185767913478,-0.0024443048996797114,727.1390129105374,5383.933073408585,289.9064133277515
-0.011433099664569093,-0.06324030927292969,-0.0016702244481688305,714.522762643042,5340.788973792288,364.80242482706643
0.008370188133000627,0.05538440567948615,-1.8783356800224852E-4,728.8210137819642,5320.694936345404,367.61556758301964
0.0028426785855155284,0.003725524471436812,-3.923466824254834E-5,720.4358905852752,5367.079520208518,316.8804784612994
3.9481434247619454E-4,0.022906198106700432,-5.619846297544912E-4,720.8867188989531,5369.198174030125,316.9475343477045
0.01666382309005224,0.12900532746271975,0.0013039404216244452,702.1814839427357,5434.27275349665,254.24274369741224
8.105784589488659,-8.51473165771186,1.758517456976432,146.980367732472,5740.646466364446,-25.901825143724043
-9.73998977283725,5.419075118208213,4.18248778464064,104.12919720319641,481.6958851857252,1391.8524178102732
0.0058277640846255635,-0.00607407539146498,0.002337214505290243,706.0008495662638,65.03492900946013,4262.673760347162
